70
21,4,59
6,12,28
17,23,74
29,8,30
30,10,19
14,25,62
27,9,7
28,6,64
11,2,36
10,21,98
2,14,10
25,27,87
20,29,63
16,30,62
11,26,52
18,8,40
28,12,3
4,27,42
9,24,68
25,27,69
2,16,13
17,12,24
26,28,85
25,15,12
4,29,25
29,14,44
1,12,21
14,6,85
20,9,99
11,21,64
3,13,64
10,26,19
8,10,12
4,21,95
4,28,54
21,15,30
17,10,7
15,28,28
17,29,5
10,1,12
17,20,78
14,28,94
19,12,87
19,1,27
9,25,53
25,3,26
28,30,26
19,7,41
16,26,21
9,6,85
25,16,57
17,14,49
16,11,77
25,15,39
28,11,39
28,8,13
23,1,66
16,22,76
17,20,6
1,28,64
3,23,100
28,19,21
25,1,22
2,5,10
14,23,13
21,3,13
6,14,86
9,1,69
6,19,52
10,11,96
