19866
274,10,123
152,262,705
3,88,615
148,270,607
18,297,251
106,208,164
56,39,53
153,258,923
150,135,585
2,70,136
193,208,644
163,129,479
79,86,648
105,273,947
82,180,260
285,79,7
26,2,935
14,224,128
229,1,649
121,93,24
95,255,356
227,39,652
273,297,173
29,19,890
219,53,548
234,30,105
92,6,188
157,67,85
132,293,11
203,123,57
221,8,937
190,49,896
15,26,199
234,198,502
281,243,871
62,139,113
24,64,194
20,4,865
272,203,675
288,39,89
92,140,568
277,146,9
290,204,432
38,74,207
88,289,237
181,283,405
185,222,451
124,228,775
80,161,867
152,27,677
185,192,344
170,27,852
291,131,347
286,46,373
259,263,629
293,64,723
274,284,170
60,37,731
211,14,390
187,256,377
250,171,134
227,64,419
245,179,257
233,289,87
113,58,138
10,20,872
149,141,859
205,107,587
292,18,166
18,105,917
102,148,83
108,6,818
266,59,395
32,274,971
28,29,454
24,182,717
44,172,685
216,160,909
296,96,970
173,262,785
161,100,522
236,217,338
64,134,303
265,272,251
260,29,283
282,287,530
291,251,267
154,4,139
188,40,928
134,181,68
35,254,830
283,195,998
158,138,113
258,288,750
97,130,878
102,247,626
202,81,354
268,68,38
45,46,795
245,84,181
11,62,600
214,112,688
286,128,429
99,297,846
103,98,313
299,239,448
19,251,213
113,83,624
243,159,393
253,225,10
139,278,698
169,9,524
143,69,554
209,298,471
99,239,662
29,190,109
109,201,108
59,6,202
213,36,272
207,167,953
190,221,854
91,29,987
291,128,387
251,148,222
285,84,779
216,207,395
85,113,863
290,261,234
195,255,441
11,47,960
296,217,38
35,284,287
72,169,182
46,112,898
140,206,394
259,202,373
220,23,980
218,293,527
235,98,198
222,114,90
44,279,551
62,278,612
74,155,579
118,89,943
214,274,493
265,174,636
44,247,308
142,183,164
211,108,558
289,94,517
245,271,891
80,9,678
152,15,692
281,82,864
197,94,158
147,60,95
191,107,916
153,147,584
226,83,805
20,33,790
295,161,862
184,293,567
154,175,469
46,197,680
97,213,161
219,138,388
120,257,794
52,107,455
113,81,691
240,51,568
36,294,113
178,224,585
40,95,609
169,238,739
6,61,156
234,46,387
15,38,506
202,148,434
12,58,345
173,297,390
69,176,89
4,160,259
43,57,205
205,242,754
161,267,826
194,271,275
224,173,686
210,45,514
299,274,868
212,249,367
174,218,199
288,13,872
44,134,25
180,177,361
58,104,416
6,54,146
138,44,506
165,205,349
186,202,508
276,150,147
297,241,150
235,61,436
11,291,109
169,163,894
22,43,37
103,201,536
77,274,37
61,13,664
2,206,937
69,256,432
75,71,791
173,79,149
256,4,253
167,27,565
144,268,430
19,134,781
58,136,744
268,261,605
136,81,964
235,93,383
234,286,3
167,236,216
262,28,70
127,219,750
74,94,441
264,100,745
110,280,886
128,123,11
184,42,511
240,14,94
210,5,17
69,297,899
32,121,702
73,236,730
298,136,786
132,293,577
47,260,333
83,152,498
141,247,968
218,80,974
42,209,2
190,199,166
62,275,947
214,52,39
39,57,786
132,104,690
218,256,541
225,46,823
226,139,646
217,183,438
257,130,735
41,34,454
19,181,945
16,82,185
95,146,42
204,150,90
62,282,800
219,29,156
165,75,871
43,51,452
187,25,730
32,245,358
237,177,633
38,267,85
199,100,97
11,192,786
234,38,497
226,244,273
39,185,15
191,87,777
84,116,219
289,96,980
192,195,325
100,145,981
155,258,264
89,286,509
287,41,288
253,210,11
14,291,419
300,160,104
270,7,604
34,298,92
95,191,424
225,106,22
11,138,110
124,7,988
115,76,338
191,2,18
36,124,661
4,197,772
39,56,348
71,56,420
62,183,202
188,61,157
181,8,731
260,176,546
122,203,960
280,272,677
208,133,506
263,162,704
117,130,629
269,285,342
144,293,430
266,169,276
15,169,938
281,225,884
132,68,172
276,284,782
167,163,311
38,286,254
120,15,471
86,185,543
174,296,563
122,202,161
222,134,671
209,88,161
161,166,939
47,216,385
12,101,14
129,259,590
239,135,992
86,103,272
300,53,973
48,197,181
262,75,294
222,207,931
103,28,55
114,224,514
212,112,91
258,21,978
35,185,60
172,294,828
270,176,510
23,275,48
223,265,74
74,260,844
300,221,513
259,72,691
259,213,87
174,158,396
12,263,735
233,215,805
233,250,242
233,186,685
205,14,641
235,122,436
298,217,99
237,231,21
126,47,358
168,229,326
177,87,192
28,260,256
27,12,169
282,112,73
112,120,617
103,174,309
166,230,864
200,210,473
4,282,414
248,39,148
294,194,931
167,283,233
186,253,392
103,296,222
149,170,714
283,169,639
71,137,222
276,55,133
211,193,362
235,249,419
126,296,338
68,164,965
254,126,929
37,234,864
219,262,339
25,117,842
111,154,367
263,183,749
39,233,476
299,129,67
289,132,624
105,81,581
109,104,125
107,276,694
78,77,977
84,20,789
128,10,369
43,295,158
291,111,559
159,47,694
286,94,216
150,137,842
107,101,558
72,65,795
59,26,646
231,296,470
175,300,624
78,90,212
139,154,475
72,200,519
163,217,205
261,85,587
248,219,5
296,226,114
156,231,283
213,195,285
24,195,203
216,292,182
293,63,910
279,76,901
253,297,628
245,281,307
3,77,714
96,189,573
218,173,832
211,192,210
245,1,70
296,22,846
222,234,764
37,141,158
284,286,283
90,45,858
299,264,932
141,162,842
276,242,230
285,207,911
5,253,717
9,265,236
63,222,882
163,282,213
191,206,105
163,98,306
52,172,170
229,207,987
297,272,615
149,249,83
215,266,214
